year,month,day,hour,minute,msl,t2m,tp,u10,v10,vis
2010,1,8,15,0,101816.02304,7.12209,0.021,-0.36067,-4.31935,10000.0
2010,1,8,16,0,101847.6428,7.06849,0.02854,-0.45753,-4.43216,10000.0
2010,1,8,17,0,101887.54634,5.96732,0.0105,-0.6852,-4.10124,10000.0
2010,1,8,18,0,101953.51346,5.24898,0.00479,-1.17385,-4.43341,10000.0
2010,1,8,19,0,102001.49874,5.0165,0.00388,-1.29725,-4.44281,10000.0
2010,1,8,20,0,102064.63725,4.44782,0.0,-1.51319,-4.25479,10000.0
2010,1,8,21,0,102114.54193,3.60489,0.0,-1.83896,-4.0135,10000.0
2010,1,8,22,0,102100.09584,3.13783,0.0,-1.93151,-3.84428,10000.0
2010,1,8,23,0,102173.84162,3.17124,0.0,-1.67855,-3.41246,10000.0
2010,1,9,0,0,102188.59078,3.18447,0.0,-1.41571,-3.28147,10000.0
2010,1,9,1,0,102189.39895,2.91022,0.0,-1.38609,-3.11601,10000.0
2010,1,9,2,0,102163.9415,2.61857,0.0,-1.70816,-2.77507,10000.0
2010,1,9,3,0,102157.17306,2.38121,0.0,-1.87783,-2.51121,10000.0
2010,1,9,4,0,102147.67702,2.16195,0.00046,-1.89387,-2.32507,10000.0
2010,1,9,5,0,102114.64295,1.89536,0.00046,-2.00308,-2.10133,10000.0
2010,1,9,6,0,102075.85065,1.83689,0.0,-2.08884,-1.83058,10000.0
2010,1,9,7,0,102111.00617,1.8703,0.0,-1.53602,-1.55732,10000.0
2010,1,9,8,0,102118.27973,1.73527,0.0,-1.35031,-1.47146,10000.0
2010,1,9,9,0,102150.30359,1.82784,0.0,-1.46754,-1.50906,10000.0
2010,1,9,10,0,102161.01188,4.15547,0.0,-1.9531,-0.9895,10000.0
2010,1,9,11,0,102216.16968,4.73042,0.0,-1.71433,-1.06157,10000.0
2010,1,9,12,0,102163.84048,4.97404,0.0,-1.35525,-1.19381,10000.0
2010,1,9,13,0,102099.28767,5.78495,0.0,-1.20532,-1.49402,10000.0
2010,1,9,14,0,102036.45222,6.15804,0.0,-1.13251,-1.4608,10000.0
2010,1,9,15,0,101991.90168,6.31814,0.0,-0.55687,-1.41317,10000.0
2010,1,9,16,0,101969.77795,6.37312,0.0,-0.26565,-1.51972,10000.0
2010,1,9,17,0,101972.60655,5.32277,0.0,-0.24344,-1.75161,10000.0
2010,1,9,18,0,101985.63834,4.47009,0.0,-0.98814,-2.11198,10000.0
2010,1,9,19,0,101998.16502,4.28981,0.0,-1.7785,-1.81178,10000.0
2010,1,9,20,0,101993.21496,3.91812,0.0,-2.48063,-1.37745,10000.0
2010,1,9,21,0,102002.81202,3.65222,0.0,-2.80763,-1.03462,10000.0
2010,1,9,22,0,101947.75523,3.50396,0.0,-3.3259,-0.42042,10000.0
2010,1,9,23,0,101931.89484,3.39885,0.0,-2.96249,-0.05566,10000.0
2010,1,10,0,0,101881.88913,3.126,0.0,-2.84095,-0.28943,10000.0
2010,1,10,1,0,101804.70861,3.30976,0.0,-3.3259,-0.45301,10000.0
2010,1,10,2,0,101690.45316,3.12182,0.0,-3.38328,-0.27377,10000.0
2010,1,10,3,0,101649.64042,3.27008,0.0,-3.24445,-0.04814,10000.0
2010,1,10,4,0,101592.96729,2.9673,0.0,-3.35551,-0.04438,10000.0
2010,1,10,5,0,101505.07848,2.60813,0.0,-3.55541,0.04399,10000.0
2010,1,10,6,0,101397.28841,2.37495,0.0,-3.74174,-0.08951,10000.0
2010,1,10,7,0,101346.27249,2.37147,0.0,-3.85589,-0.1948,10000.0
2010,1,10,8,0,101269.59708,2.57263,0.0,-3.74113,-0.08825,10000.0
2010,1,10,9,0,101281.71967,2.94085,0.00046,-3.56652,0.11982,10000.0
2010,1,10,10,0,101282.3258,3.83946,0.00753,-3.84663,0.3818,10000.0
2010,1,10,11,0,101170.29282,4.56615,0.09201,-4.26618,0.53472,10000.0
2010,1,10,12,0,101048.96585,4.34759,0.56459,-4.05456,0.56543,9000.0
2010,1,10,13,0,100962.89543,4.097,0.3461,-3.87933,0.44009,6000.0
2010,1,10,14,0,100879.04749,3.85408,0.69198,-4.07121,-0.27565,3000.0
2010,1,10,15,0,100823.08151,3.64804,0.7018,-3.87563,-0.448,3000.0
2010,1,10,16,0,100815.50488,3.58957,0.65796,-3.67758,-0.69243,10000.0
2010,1,10,17,0,100818.73758,3.62716,0.69426,-3.41783,-0.74444,6000.0
2010,1,10,18,0,100813.18139,3.79352,0.43971,-3.19448,-0.8911,6000.0
2010,1,10,19,0,100819.14166,3.9745,0.02854,-3.25926,-0.98323,9000.0
2010,1,10,20,0,100894.70584,4.03505,0.021,-2.89709,-1.00203,9000.0
2010,1,10,21,0,100953.70246,4.05246,0.07191,-2.38499,-1.35175,5000.0
2010,1,10,22,0,101010.57764,4.29817,0.12214,-2.93781,-0.73379,6000.0
2010,1,10,23,0,101039.46982,4.4868,0.04201,-3.29258,0.00889,3000.0
2010,1,11,0,0,101092.6072,4.59469,0.00137,-2.88537,-0.48874,6000.0
2010,1,11,1,0,101115.64013,4.67125,0.0,-2.4035,-1.08539,10000.0
2010,1,11,2,0,101215.0454,4.5919,0.0,-2.15239,-0.945,10000.0
2010,1,11,3,0,101237.16914,4.77288,0.0,-2.596,-0.08261,10000.0
2010,1,11,4,0,101225.24859,4.87798,0.0,-2.23568,0.35548,10000.0
2010,1,11,5,0,101311.01594,4.74364,0.0,-1.66559,0.62999,10000.0
2010,1,11,6,0,101377.28613,4.82439,0.0,-1.80194,0.77476,10000.0
2010,1,11,7,0,101429.81737,4.71928,0.0,-1.99382,0.77539,10000.0
2010,1,11,8,0,101530.23287,4.52439,0.0,-1.50579,0.79858,10000.0
2010,1,11,9,0,101687.8266,4.90861,0.0,-1.37129,1.00791,10000.0
2010,1,11,10,0,101675.40094,6.84853,0.0,-2.06725,1.89975,10000.0
2010,1,11,11,0,101697.82774,7.78056,0.0,-1.46013,2.26702,10000.0
2010,1,11,12,0,101737.42821,8.17453,0.0,-0.9141,3.09055,10000.0
2010,1,11,13,0,101652.16596,8.64159,0.0,-0.37486,4.57153,10000.0
2010,1,11,14,0,101680.95713,9.23254,0.0,0.5136,5.59311,10000.0
2010,1,11,15,0,101663.58141,9.39264,0.00388,0.82148,6.18976,10000.0
2010,1,11,16,0,101691.5644,9.57222,0.00091,0.22239,6.46114,10000.0
2010,1,11,17,0,101632.16368,9.49287,0.0,-0.69014,6.76824,10000.0
2010,1,11,18,0,101669.54168,9.71143,0.0,-1.0486,7.13049,10000.0
2010,1,11,19,0,101614.38388,9.84995,0.00662,-1.67978,7.86127,10000.0
2010,1,11,20,0,101600.54391,10.08731,0.02283,-1.82724,8.25862,10000.0
2010,1,11,21,0,101487.3997,10.14856,0.05045,-2.91745,7.43007,10000.0
2010,1,11,22,0,101452.64826,10.12002,0.03379,-2.98038,8.19971,8000.0
2010,1,11,23,0,101328.18962,10.34624,0.04954,-2.88784,8.85089,2500.0
2010,1,12,0,0,101228.5823,10.49172,0.25661,-2.6793,9.16989,1500.0
2010,1,12,1,0,101045.73316,10.66017,0.31939,-2.71631,9.60986,4000.0
2010,1,12,2,0,100895.31197,11.03604,0.647,-2.69225,10.12504,3000.0
2010,1,12,3,0,100724.38338,11.31307,1.19881,-1.93645,11.104,2500.0
2010,1,12,4,0,100578.81122,11.6263,1.98508,-2.08514,11.09648,1500.0
2010,1,12,5,0,100411.62044,11.8734,3.50465,-1.67423,11.34968,1500.0
2010,1,12,6,0,100240.59083,12.1567,5.34293,-0.29465,13.2675,1000.0
2010,1,12,7,0,100258.16859,12.6683,6.58465,5.36989,10.92476,1200.0
2010,1,12,8,0,100345.35025,12.72051,5.19042,6.94074,5.49283,4000.0
2010,1,12,9,0,100428.89513,12.55972,1.75518,6.34782,3.9122,3000.0
2010,1,12,10,0,100537.89747,11.71748,1.54788,7.00059,3.33749,3000.0
2010,1,12,11,0,100612.14836,12.03698,1.29264,7.54847,3.27356,6000.0
2010,1,12,12,0,100602.24824,12.17271,0.09908,8.01861,2.46632,9000.0
2010,1,12,13,0,100652.15292,12.19846,0.19748,8.81946,0.9515,10000.0
2010,1,12,14,0,100670.63988,12.00008,0.05525,8.05501,0.04712,9000.0
2010,1,12,15,0,100709.33116,11.91656,0.10684,7.63978,-0.47808,10000.0
2010,1,12,16,0,100788.53211,12.07874,0.07054,7.92791,-0.61346,9000.0
2010,1,12,17,0,100841.2654,11.24277,0.23926,6.72664,-0.03811,9000.0
2010,1,12,18,0,100989.56514,11.36736,0.1936,6.49096,0.2107,10000.0
2010,1,12,19,0,101056.03737,11.49962,0.02374,6.29167,0.09664,10000.0
2010,1,12,20,0,101123.62083,11.24277,0.12967,5.3884,0.38619,10000.0
2010,1,12,21,0,101134.43015,10.90379,0.16118,4.70972,1.02044,6000.0
2010,1,12,22,0,101132.40972,11.01794,0.05205,3.84286,2.59104,5000.0
2010,1,12,23,0,101121.39836,11.09172,0.04383,3.1179,3.62892,8000.0
2010,1,13,0,0,101128.16681,11.2024,0.04817,3.32335,3.81067,8000.0
2010,1,13,1,0,101149.58339,10.6539,0.81252,4.51845,4.20802,6000.0
2010,1,13,2,0,101166.85809,10.48058,1.16913,4.74921,4.15601,4000.0
2010,1,13,3,0,101114.93297,10.53557,1.64217,4.67517,4.4161,8000.0
2010,1,13,4,0,101106.34614,10.44996,1.87435,4.56534,4.45057,8000.0
2010,1,13,5,0,100989.26208,10.33093,2.24831,4.39691,3.93038,10000.0
2010,1,13,6,0,100994.31316,10.58569,1.72938,3.59051,3.45907,10000.0
2010,1,13,7,0,100912.18258,10.44856,1.62368,2.48487,3.6753,10000.0
2010,1,13,8,0,100906.52537,10.30657,1.05658,2.04311,3.9542,4000.0
2010,1,13,9,0,100873.89538,10.43951,1.44332,2.31026,4.13282,10000.0
2010,1,13,10,0,100828.13259,11.72653,0.99128,2.92848,4.3058,800.0
2010,1,13,11,0,100750.34594,11.66319,1.3972,3.41775,4.68748,4000.0
2010,1,13,12,0,100657.204,11.53512,1.13009,3.1469,4.96387,10000.0
2010,1,13,13,0,100461.4241,11.51215,1.38579,2.48549,5.56365,300.0
2010,1,13,14,0,100340.40019,11.22885,1.82527,2.82421,6.2587,4000.0
2010,1,13,15,0,100164.21848,11.35901,2.14009,2.38492,6.95752,300.0
2010,1,13,16,0,99983.38978,11.24903,1.58601,-0.07685,7.37618,1000.0
2010,1,13,17,0,99700.42821,11.66249,1.3867,-3.41351,6.84909,800.0
2010,1,13,18,0,99474.64489,11.67363,1.60313,-2.94337,9.75401,800.0
2010,1,13,19,0,99421.10343,12.84371,1.85015,6.66371,8.23355,800.0
2010,1,13,20,0,99336.24526,13.32678,1.38853,7.13941,7.95528,1500.0
2010,1,13,21,0,99286.4416,13.34418,1.72322,7.25046,8.87721,1500.0
2010,1,13,22,0,99206.63452,12.86807,1.65564,7.77552,8.46419,3000.0
2010,1,13,23,0,99135.11121,12.96135,2.01932,10.22125,7.13112,1500.0
2010,1,14,0,0,99129.15094,12.93977,2.38757,10.87402,4.81658,1500.0
2010,1,14,1,0,99256.0341,12.87016,3.05649,13.98362,-2.31003,2000.0
2010,1,14,2,0,99714.47022,11.64579,3.3074,11.66191,-8.62189,4000.0
2010,1,14,3,0,100135.62936,10.09566,1.08671,8.95951,-7.70372,4000.0
2010,1,14,4,0,100419.70217,9.58475,0.31277,7.77984,-7.17162,3000.0
2010,1,14,5,0,100617.19944,9.60633,0.18264,6.66556,-6.13375,2500.0
2010,1,14,6,0,100770.04515,9.72814,0.20935,5.94431,-4.66844,4000.0
2010,1,14,7,0,100915.31425,9.77478,0.39679,5.62903,-3.39805,4000.0
2010,1,14,8,0,101012.29501,9.8242,0.29748,4.38087,-2.43162,6000.0
2010,1,14,9,0,101112.10437,9.89589,0.16689,3.78671,-1.65885,8000.0
2010,1,14,10,0,101271.81955,10.43951,0.15981,4.13592,-2.21602,8000.0
